width,space,length,gnd_width,unshield_length,via_thickness,metal_thickness,vin,vrise,period,txres,delay,BER
1.75,4.66,3444,3.5,309,1.12,0.56,0.5,25,449.25,49,111.22,1.8506E-17
1.75,4.66,3444,3.5,309,1.12,0.56,1.2,22.75,165,40,91.685,0.0015183
1.75,4.66,3444,3.5,309,1.12,0.56,1.1,77.25,545.25,50.5,118.682,1.4979E-34
1.75,4.66,3444,3.5,309,1.12,0.56,0.8,8.75,256,18,84.375,4.3612E-17
1.75,4.66,3444,3.5,309,1.12,0.56,0.65,16.75,90,58,85.586,0.040492
1.75,4.66,3444,3.5,309,1.12,0.56,0.4,56.5,548,65.5,130.27,1.7283E-17
1.75,4.66,3444,3.5,309,1.12,0.56,1.3,20.75,419,22.5,86.064,2.7622E-75
0.9,2.6,4003,1.15,517,1.34,0.5,0.9,56,345.75,17.5,132.444,0.000000073611
0.9,2.6,4003,1.15,517,1.34,0.5,0.45,34.75,295.5,25.5,135.674,0.0015633
0.9,2.6,4003,1.15,517,1.34,0.5,0.55,36,499.75,57,175.055,0.000000043254
0.9,2.6,4003,1.15,517,1.34,0.5,1.35,57.25,549.5,55.5,175.576,1.7038E-10
0.9,2.6,4003,1.15,517,1.34,0.5,0.85,31.25,476,69.5,184.988,0.0000020723
0.9,2.6,4003,1.15,517,1.34,0.5,1.25,8,155.75,46,126.329,0.026557
0.9,2.6,4003,1.15,517,1.34,0.5,0.8,16.25,420.75,63.5,174.537,0.000093858
0.9,2.6,4003,1.15,517,1.34,0.5,0.65,52.5,287,41,145.914,0.00027926
0.9,2.6,4003,1.15,517,1.34,0.5,1.15,38.25,219,35.5,132.283,0.0025003
0.9,2.6,4003,1.15,517,1.34,0.5,1,14.5,92,21.5,375.061,0.036727
2.55,3.5,2811,2,354,1.04,0.5,1,10.5,367.75,57.5,96.363,0.000000029633
2.55,3.5,2811,2,354,1.04,0.5,1.05,38.25,236.75,22.5,80.095,2.0357E-34
2.55,3.5,2811,2,354,1.04,0.5,0.6,64.5,540,25.5,83.116,4.5287E-38
2.55,3.5,2811,2,354,1.04,0.5,0.65,14.75,129.5,15,78.066,0.000014196
2.55,3.5,2811,2,354,1.04,0.5,1.3,45.75,236,70,101.039,0.00066599
2.55,3.5,2811,2,354,1.04,0.5,1.15,15.75,178.25,36,84.397,0.0000014698
2.55,3.5,2811,2,354,1.04,0.5,0.5,88.25,489.5,68,115.694,1.018E-12
2.55,3.5,2811,2,354,1.04,0.5,0.7,20,587.75,48,92.086,6.1551E-43
2.55,3.5,2811,2,354,1.04,0.5,0.9,31.75,321.25,54,95.032,0.0000001544
2.55,3.5,2811,2,354,1.04,0.5,1.3,58.25,428.75,40,90.766,1.1773E-26
4.85,4.86,3271,2.4,387,1.82,1.08,0.95,78.25,451.25,14,59.893,0.00015728
4.85,4.86,3271,2.4,387,1.82,1.08,0.8,17.75,149.25,28,-264.367,0.000044091
4.85,4.86,3271,2.4,387,1.82,1.08,0.7,22.25,131.75,69.5,76.838,0.02985
4.85,4.86,3271,2.4,387,1.82,1.08,1.25,100.75,528.75,64.5,98.289,1.9148E-17
4.85,4.86,3271,2.4,387,1.82,1.08,0.45,33.25,579.5,41.5,74.644,9.0712E-32
4.85,4.86,3271,2.4,387,1.82,1.08,1.35,32,279.5,53.5,78.597,0.000000032045
4.85,4.86,3271,2.4,387,1.82,1.08,1.1,18.25,432.5,33,70.754,1.1563E-10
4.85,4.86,3271,2.4,387,1.82,1.08,1.1,21.75,223.25,60.5,78.866,0.00092912
4.85,4.86,3271,2.4,387,1.82,1.08,0.55,45.5,326.5,22.5,66.149,0.000011479
4.85,4.86,3271,2.4,387,1.82,1.08,0.75,8.25,359.25,48,75.918,6.8061E-10
2.65,2.16,4262,5,475,1.28,1,0.95,46.25,525.5,42.5,-2329.374,0.000012269
2.65,2.16,4262,5,475,1.28,1,1.35,22.5,154.5,51.5,98.805,0.040232
2.65,2.16,4262,5,475,1.28,1,1.25,54.75,311.5,14.5,89.344,0.008894
2.65,2.16,4262,5,475,1.28,1,0.65,16.25,111.5,68,-168.868,0.071324
2.65,2.16,4262,5,475,1.28,1,0.4,93.25,590,25,101.185,0.00000064594
2.65,2.16,4262,5,475,1.28,1,0.8,27.5,374.75,70,-1419.252,0.0004265
2.65,2.16,4262,5,475,1.28,1,1.1,10.5,252.5,62,-965.261,0.0064232
2.65,2.16,4262,5,475,1.28,1,0.5,94,484.5,34,109.336,0.00011753
2.65,2.16,4262,5,475,1.28,1,0.75,23.75,210.5,44,-555.826,0.013346
2.65,2.16,4262,5,475,1.28,1,1.1,16.25,438.5,24,95.268,0.00000028964
1,3.98,3257,4.95,384,0.92,0.96,1.1,14.75,92,30.5,79.295,0.041548
1,3.98,3257,4.95,384,0.92,0.96,1,73.75,388,39.5,101.927,1.9813E-17
1,3.98,3257,4.95,384,0.92,0.96,1,12.5,140.75,31,86.549,0.00083043
1,3.98,3257,4.95,384,0.92,0.96,0.9,67.5,568.75,14,82.103,2.4501E-48
1,3.98,3257,4.95,384,0.92,0.96,1.2,25.25,233.25,46,95.304,0.00025164
1,3.98,3257,4.95,384,0.92,0.96,0.4,36.5,465.5,53.5,112.826,1.0589E-19
1,3.98,3257,4.95,384,0.92,0.96,0.5,17.25,547,56.5,114.676,2.0197E-20
1,3.98,3257,4.95,384,0.92,0.96,0.7,43.75,244.5,69,113.672,0.0013499
1,3.98,3257,4.95,384,0.92,0.96,0.7,14,333.5,20,84.497,1.928E-20
1,3.98,3257,4.95,384,0.92,0.96,1.3,67,419.75,66,127.2,0.0000000068539
